id,acronym,name,entrez_id,reference_space_id,specimen_id,plane_of_section_id,id
16174,Itga4,integrin alpha 4,16401,1,6194,2,100056772
85296,Rapgef5,Rap guanine nucleotide exchange factor (GEF) 5,217944,8,6361,2,100101203
20287,Slc2a1,"solute carrier family 2 (facilitated glucose transporter), member 1",20525,10,69426183,2,69873875
57672,Ucn3,urocortin 3,83428,10,7044,2,100082788
17700,Myt1l,myelin transcription factor 1-like,17933,6,701330,2,100075746
18196,Oxt,oxytocin,18429,3,5643,2,100051866
17892,Nos1,"nitric oxide synthase 1, neuronal",18125,7,701562,2,100083115
16619,Lfng,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,16848,5,707833,2,100132199
12625,Col1a1,"collagen, type I, alpha 1",12842,8,5500,2,100056515
16900,Smad6,SMAD family member 6,17130,2,701077,2,100076395
19427,Rbpj,recombination signal binding protein for immunoglobulin kappa J region,19664,7,4660,2,100041643
14136,Fyn,Fyn proto-oncogene,14360,8,5897,2,100070241
26694,Vat1,vesicle amine transport protein 1 homolog (T californica),26949,10,71907117,2,72004459
17780,Neurod2,neurogenic differentiation 2,18013,8,5965,2,100071314
56662,Zfhx4,zinc finger homeodomain 4,80892,6,701333,2,100075725
18760,Pou4f2,"POU domain, class 4, transcription factor 2",18997,1,703751,2,100093414
21572,Tgfbr2,"transforming growth factor, beta receptor II",21813,3,4870,2,100037913
12019,Btrc,beta-transducin repeat containing protein,12234,3,5413,2,100042501
88886,L3mbtl1,l(3)mbt-like (Drosophila),241764,10,68870766,2,69289309
18517,Prkcd,"protein kinase C, delta",18753,6,4074,2,100040980
85888,Sox21,SRY (sex determining region Y)-box 21,223227,6,703379,2,100092109
33433,Avpr1a,arginine vasopressin receptor 1A,54140,6,4516,2,100055150
20367,Sstr1,somatostatin receptor 1,20605,7,703782,2,100093957
20725,Syn1,synapsin I,20964,3,703798,2,100093191
26204,Sema4g,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G",26456,5,6217,2,100055859
13321,Dvl1,"dishevelled, dsh homolog 1 (Drosophila)",13542,7,4627,2,100039170
92471,Kcnc2,"potassium voltage gated channel, Shaw-related subfamily, member 2",268345,2,5062,2,100047479
89123,Chrm2,"cholinergic receptor, muscarinic 2, cardiac",243764,5,4005,2,100051778
11302,Adcy9,adenylate cyclase 9,11515,6,703196,2,100091840
21665,Tlx1,"T cell leukemia, homeobox 1",21908,8,5170,2,100052783
16681,Lmo4,LIM domain only 4,16911,8,6016,2,100073990
13164,Dlg4,"discs, large homolog 4 (Drosophila)",13385,10,6971,2,100082178
73752,Lmo1,LIM domain only 1,109594,6,701459,2,100078475
14582,Grik2,"glutamate receptor, ionotropic, kainate 2 (beta 2)",14806,5,6220,2,100055935
21628,Nkx2-1,NK2 homeobox 1,21869,5,703006,2,100093056
92572,Tox4,TOX high mobility group box family member 4,268741,7,5650,2,100071229
12093,Calb2,calbindin 2,12308,2,701507,2,100076706
21782,Nr2c1,"nuclear receptor subfamily 2, group C, member 1",22025,10,77378613,2,77455145
54669,Tsc22d4,"TSC22 domain family, member 4",78829,2,5531,2,100054415
19805,Rps12,ribosomal protein S12,20042,10,594493,2,631721
12793,Cst3,cystatin C,13010,10,75044121,2,75457613
92621,Grm4,"glutamate receptor, metabotropic 4",268934,10,703012,2,100084727
17804,Nfkbie,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon",18037,6,701070,2,100074973
47899,Igsf5,"immunoglobulin superfamily, member 5",72058,6,701188,2,100075635
12615,Col5a2,"collagen, type V, alpha 2",12832,5,6772,2,100072063
49569,Psd,pleckstrin and Sec7 domain containing,73728,2,5990,2,100059007
17780,Neurod2,neurogenic differentiation 2,18013,3,701412,2,100083843
15775,Igf2,insulin-like growth factor 2,16002,3,4041,2,100040994
119884,Nefh,"neurofilament, heavy polypeptide",380684,8,6365,2,100101302
22039,Usf2,upstream transcription factor 2,22282,7,5473,2,100056430
16941,Ascl1,achaete-scute complex homolog 1 (Drosophila),17172,7,2956,2,100026959
12828,Cux1,cut-like homeobox 1,13047,7,4748,2,100049611
18739,Pomc,pro-opiomelanocortin-alpha,18976,1,5506,2,100047374
20237,Six5,sine oculis-related homeobox 5,20475,1,700734,2,100075066
12488,Cit,citron,12704,10,6955,2,100081875
46412,Tcerg1l,transcription elongation regulator 1-like,70571,3,111757766,2,113650464
35601,Aatf,apoptosis antagonizing transcription factor,56321,6,707577,2,161152159
11138,Aatk,apoptosis-associated tyrosine kinase,11302,10,70396865,2,71213880
82847,Lrrc4,leucine rich repeat containing 4,192198,3,704126,2,100093092
44545,Rere,arginine glutamic acid dipeptide (RE) repeats,68703,3,6110,2,100055791
17626,Mxi1,Max interacting protein 1,17859,1,5884,2,100055407
19036,Ptpru,"protein tyrosine phosphatase, receptor type, U",19273,7,5474,2,100056466
18562,Plcb4,"phospholipase C, beta 4",18798,8,2402,2,100022349
31869,Gpr123,G protein-coupled receptor 123,52389,5,4501,2,100054818
33433,Avpr1a,arginine vasopressin receptor 1A,54140,10,703030,2,100084746
27118,Csnk1e,"casein kinase 1, epsilon",27373,6,4516,2,100055140
21177,Tcf7l2,"transcription factor 7 like 2, T cell specific, HMG box",21416,10,6183,2,100055070
52805,Slitrk1,"SLIT and NTRK-like family, member 1",76965,6,111881113,2,161154659
14335,Gdf1,growth differentiation factor 1,14559,3,714605,2,113391605
15159,Hnrnpab,heterogeneous nuclear ribonucleoprotein A/B,15384,6,701467,2,100078507
20300,Slc6a2,"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2",20538,2,2760,2,100023047
40898,Gprc5b,"G protein-coupled receptor, family C, group 5, member B",64297,3,4049,2,100037370
11356,Aebp2,AE binding protein 2,11569,8,6167,2,100075449
62168,Deptor,DEP domain containing MTOR-interacting protein,97998,6,4496,2,100054989
63900,Taf13,"TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor",99730,7,6396,2,100075328
21896,Ttr,transthyretin,22139,3,4049,2,100037336
11227,Chrna4,"cholinergic receptor, nicotinic, alpha polypeptide 4",11438,1,4815,2,100046109
21607,Trim24,tripartite motif-containing 24,21848,8,713752,2,166384286
78123,Foxn4,forkhead box N4,116810,5,7069,2,100072968
16957,Maz,MYC-associated zinc finger protein (purine-binding transcription factor),17188,1,6236,2,100056811
11341,Adrb1,"adrenergic receptor, beta 1",11554,3,2867,2,100023016
77337,Tle6,"transducin-like enhancer of split 6, homolog of Drosophila E(spl)",114606,2,4689,2,100046273
92752,Plch1,"phospholipase C, eta 1",269437,8,6027,2,100074367
18712,Pnn,pinin,18949,2,5704,2,100057472
82847,Lrrc4,leucine rich repeat containing 4,192198,1,702934,2,100084151
20440,Sox5,SRY (sex determining region Y)-box 5,20678,2,701176,2,100076419
55198,Bhlhe41,"basic helix-loop-helix family, member e41",79362,7,5353,2,100053420
11946,Bmp5,bone morphogenetic protein 5,12160,10,69486038,2,69529364
72205,Chrnb3,"cholinergic receptor, nicotinic, beta polypeptide 3",108043,10,703033,2,100084886
16315,Kdr,kinase insert domain protein receptor,16542,1,701274,2,100079176
69666,Abhd4,abhydrolase domain containing 4,105501,6,702945,2,100090899
71668,Atf5,activating transcription factor 5,107503,2,5750,2,100058496
17859,Nkx2-6,NK2 homeobox 6,18092,10,77599077,2,77932777
86813,Tshz2,teashirt zinc finger family member 2,228911,10,69084325,2,69133824
37368,Mlxipl,MLX interacting protein-like,58805,2,6005,2,100072503
31869,Gpr123,G protein-coupled receptor 123,52389,2,701364,2,100076563
47844,Synpr,synaptoporin,72003,8,6018,2,100074016
16288,Kcnj12,"potassium inwardly-rectifying channel, subfamily J, member 12",16515,1,5551,2,100047603
15677,Id4,inhibitor of DNA binding 4,15904,6,6764,2,100072250
14363,Gfra3,glial cell line derived neurotrophic factor family receptor alpha 3,14587,7,4631,2,100038841
15173,Hoxa13,homeobox A13,15398,1,713744,2,112604142
17746,Ncoa3,nuclear receptor coactivator 3,17979,8,5901,2,100071285
20234,Six2,sine oculis-related homeobox 2,20472,10,70592960,2,71325468
88525,Cdh24,cadherin-like 24,239096,10,703029,2,100084741
78123,Foxn4,forkhead box N4,116810,2,5743,2,100057643
13951,Fgf3,fibroblast growth factor 3,14174,8,2995,2,100040082
12349,Cdh8,cadherin 8,12564,2,2962,2,100032381
11356,Aebp2,AE binding protein 2,11569,5,701670,2,100088093
12489,Cited1,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1,12705,7,6402,2,100076131
18280,Pbx1,pre B cell leukemia homeobox 1,18514,3,707445,2,100130456
15782,Igfbp3,insulin-like growth factor binding protein 3,16009,7,5000,2,100045205
44679,Foxk2,forkhead box K2,68837,5,701164,2,100077395
73821,Hoxc11,homeobox C11,109663,10,6519,2,81790682
17786,Nfatc2,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2",18019,10,69705319,2,70437816
14024,Fli1,Friend leukemia integration 1,14247,1,701212,2,100079095
17990,Numbl,numb-like,18223,6,703583,2,100093001
56568,Clca3a2,chloride channel calcium activated 3A2,80797,7,4655,2,100039160
129337,LOC432748,similar to ras responsive element binding protein 1; RAS-responsive element binding protein-1; DNA-binding protein,432748,10,5207,2,100041194
15154,Onecut1,"one cut domain, family member 1",15379,10,70397037,2,71213292
14542,Gpr56,G protein-coupled receptor 56,14766,8,4599,2,100035764
37621,Bhlhe22,"basic helix-loop-helix family, member e22",59058,8,5446,2,100056404
13321,Dvl1,"dishevelled, dsh homolog 1 (Drosophila)",13542,5,6230,2,100057168
60546,Fzd10,frizzled homolog 10 (Drosophila),93897,5,6496,2,100071507
15151,Foxa2,forkhead box A2,15376,2,3405,2,100030615
12537,Clock,circadian locomotor output cycles kaput,12753,6,700751,2,100074203
16775,Ltk,leukocyte tyrosine kinase,17005,10,71325218,2,72283701
13884,Fat1,FAT tumor suppressor homolog 1 (Drosophila),14107,6,701592,2,100078525
72303,Taf9,"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor",108143,10,81618778,2,81654147
12190,Cbln2,cerebellin 2 precursor protein,12405,6,4495,2,100054987
20444,Sox9,SRY (sex determining region Y)-box 9,20682,2,5335,2,100042155
14339,Gdf5,growth differentiation factor 5,14563,1,5504,2,100047136
12457,Chrm4,"cholinergic receptor, muscarinic 4",12672,10,703008,2,100084682
13944,Fgf12,fibroblast growth factor 12,14167,7,4624,2,100030657
18587,Plp1,proteolipid protein (myelin) 1,18823,10,75044142,2,75496500
84624,Slc18a2,"solute carrier family 18 (vesicular monoamine), member 2",214084,3,6908,2,100073357
88926,Pde5a,"phosphodiesterase 5A, cGMP-specific",242202,10,69585051,2,70300714
54669,Tsc22d4,"TSC22 domain family, member 4",78829,1,5680,2,100054281
16901,Smad7,SMAD family member 7,17131,6,4721,2,100056177
86028,Scarf2,"scavenger receptor class F, member 2",224024,7,703854,2,100094077
14428,Glp1r,glucagon-like peptide 1 receptor,14652,3,5387,2,100047622
12629,Comt,catechol-O-methyltransferase,12846,2,5453,2,100053176
12432,Chat,choline acetyltransferase,12647,3,701422,2,100084069
21798,Trf,transferrin,22041,2,701920,2,100084312
12343,Cdh2,cadherin 2,12558,7,4657,2,100039306
83840,Bptf,bromodomain PHD finger transcription factor,207165,3,112446601,2,113656107
12582,Cnp,"2',3'-cyclic nucleotide 3' phosphodiesterase",12799,10,702986,2,100084581
14384,Gpr83,G protein-coupled receptor 83,14608,6,703199,2,100092162
47976,Pygo1,pygopus 1,72135,1,5087,2,100046560
14585,Grik5,"glutamate receptor, ionotropic, kainate 5 (gamma 2)",14809,3,700815,2,100084323
30269,Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,10,75044171,2,75496238
85972,Cerk,ceramide kinase,223753,5,701082,2,100076299
16751,Lrrn3,"leucine rich repeat protein 3, neuronal",16981,6,701832,2,100081620
13797,Evi5,ecotropic viral integration site 5,14020,7,701597,2,100083170
85214,Stxbp6,syntaxin binding protein 6 (amisyn),217517,1,714531,2,113965171
15159,Hnrnpab,heterogeneous nuclear ribonucleoprotein A/B,15384,3,6141,2,100058578
17785,Nfatc1,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1",18018,5,4564,2,100055816
79944,Plxnb2,plexin B2,140570,5,6730,2,100071987
14554,Gpx3,glutathione peroxidase 3,14778,10,79382592,2,79762714
17868,Nmbr,neuromedin B receptor,18101,6,702427,2,100084393
57385,Jdp2,Jun dimerization protein 2,81703,3,6131,2,100057568
37685,Nek7,NIMA (never in mitosis gene a)-related expressed kinase 7,59125,10,678739,2,678711
88559,Rxfp3,relaxin family peptide receptor 3,239336,7,6410,2,100076155
20611,Stat4,signal transducer and activator of transcription 4,20849,10,69778790,2,70593391
21607,Trim24,tripartite motif-containing 24,21848,2,713585,2,113388874
49014,Pcdh18,protocadherin 18,73173,7,6399,2,100076134
79905,Kcnn2,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2",140492,5,701790,2,100090605
87332,Lmtk2,lemur tyrosine kinase 2,231876,7,4868,2,100042338
93222,Trp53i11,transformation related protein 53 inducible protein 11,277414,1,5192,2,100042579
56084,Abtb1,ankyrin repeat and BTB (POZ) domain containing 1,80283,2,5455,2,100054367
21647,Tle4,"transducin-like enhancer of split 4, homolog of Drosophila E(spl)",21888,7,4742,2,100045124
88024,Zbtb16,zinc finger and BTB domain containing 16,235320,5,6293,2,100057759
23624,Ets1,"E26 avian leukemia oncogene 1, 5' domain",23871,6,701061,2,100074708
17899,Notch4,notch 4,18132,1,5506,2,100047373
21146,Tbx2,T-box 2,21385,7,5095,2,100053331
84449,Aldh4a1,"aldehyde dehydrogenase 4 family, member A1",212647,8,6246,2,100083010
16223,Jag2,jagged 2,16450,1,5140,2,100046680
42710,Hmg20a,high mobility group 20A,66867,10,84096,2,323171
13806,Evx2,even skipped homeotic gene 2 homolog,14029,6,701167,2,100074981
13171,Dlx2,distal-less homeobox 2,13392,8,4680,2,100038910
11602,Apod,apolipoprotein D,11815,10,70494576,2,71380893
15191,Hoxb8,homeobox B8,15416,6,703625,2,100094295
55198,Bhlhe41,"basic helix-loop-helix family, member e41",79362,6,701467,2,100078511
17965,Musk,"muscle, skeletal, receptor tyrosine kinase",18198,8,4827,2,100042424
30269,Dkk3,dickkopf homolog 3 (Xenopus laevis),50781,10,75044167,2,75496227
17064,Met,met proto-oncogene,17295,6,4719,2,100056173
17699,Myt1,myelin transcription factor 1,17932,7,5239,2,100053016
20270,Slc18a3,"solute carrier family 18 (vesicular monoamine), member 3",20508,10,703007,2,100084674
22082,Vav2,vav 2 oncogene,22325,8,942,2,100011621
26310,Ror1,receptor tyrosine kinase-like orphan receptor 1,26563,10,69409320,2,69818260
21145,Tbx15,T-box 15,21384,2,5603,2,100055783
21628,Nkx2-1,NK2 homeobox 1,21869,1,713009,2,112603926
43853,Bambi,BMP and activin membrane-bound inhibitor,68010,1,4954,2,100046158
13169,Dlx1,distal-less homeobox 1,13390,2,5291,2,100042062
13371,Ebf3,early B cell factor 3,13593,5,701201,2,100077734
12045,C1qb,"complement component 1, q subcomponent, beta polypeptide",12260,5,701391,2,100083679
122629,Zhx2,zinc fingers and homeoboxes 2,387609,2,5521,2,100054520
12754,Crym,"crystallin, mu",12971,3,701542,2,100085172
56676,Kcnip2,Kv channel-interacting protein 2,80906,5,6499,2,100071538
20512,Spp1,secreted phosphoprotein 1,20750,6,703373,2,100092198
42065,Serpinb1a,"serine (or cysteine) peptidase inhibitor, clade B, member 1a",66222,7,703001,2,100090860
87350,Jazf1,JAZF zinc finger 1,231986,3,6127,2,100055677
20368,Sstr2,somatostatin receptor 2,20606,6,702927,2,100084385
14393,Gjd2,"gap junction protein, delta 2",14617,3,4592,2,100045966
21562,Tgfb1,"transforming growth factor, beta 1",21803,7,4656,2,100039228
15675,Id2,inhibitor of DNA binding 2,15902,1,6862,2,100072835
11939,Bmp1,bone morphogenetic protein 1,12153,5,6226,2,100057136
15732,Ifit3,interferon-induced protein with tetratricopeptide repeats 3,15959,8,6325,2,100093734
13174,Dlx5,distal-less homeobox 5,13395,7,704005,2,100101309
36126,Aldh1a3,"aldehyde dehydrogenase family 1, subfamily A3",56847,10,75282225,2,75861799
11208,Asic1,acid-sensing (proton-gated) ion channel 1,11419,8,6079,2,100074042
40691,Perp,"PERP, TP53 apoptosis effector",64058,5,6778,2,100072140
11279,Adam17,a disintegrin and metallopeptidase domain 17,11491,1,701569,2,100081691
16900,Smad6,SMAD family member 6,17130,6,702998,2,100091890
120035,Kmt2d,lysine (K)-specific methyltransferase 2D,381022,5,701267,2,100082945
44160,Aph1c,anterior pharynx defective 1c homolog (C. elegans),68318,2,4943,2,100046399
19046,Ptprz1,"protein tyrosine phosphatase, receptor type Z, polypeptide 1",19283,3,6707,2,100072518
19116,Rac1,RAS-related C3 botulinum substrate 1,19353,5,701238,2,100082977
14191,Gad1,glutamate decarboxylase 1,14415,3,5419,2,100041038
17703,Nab1,Ngfi-A binding protein 1,17936,6,713518,2,161150560
72311,Sema3d,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D",108151,7,5001,2,100045250
18184,Cldn11,claudin 11,18417,10,74043840,2,74581223
13652,Ereg,epiregulin,13874,2,5454,2,100053210
60961,Cadm3,cell adhesion molecule 3,94332,7,5309,2,100053156
14381,Tsc22d3,"TSC22 domain family, member 3",14605,1,6121,2,100056696
33453,Copg2,"coatomer protein complex, subunit gamma 2",54160,1,6861,2,100072452
18505,Pitx2,paired-like homeodomain transcription factor 2,18741,6,703589,2,100093099
122371,Hcrtr2,hypocretin (orexin) receptor 2,387285,10,6520,2,81790692
19471,Dpf2,"D4, zinc and double PHD fingers family 2",19708,3,714612,2,113654692
21110,Tal1,T cell acute lymphocytic leukemia 1,21349,6,701628,2,100079268
43248,Nts,neurotensin,67405,8,4736,2,100042160
19140,Rai1,retinoic acid induced 1,19377,6,702159,2,100084298
49857,Phf19,PHD finger protein 19,74016,8,712766,2,166338836
50437,Cds1,CDP-diacylglycerol synthase 1,74596,8,937,2,100011624
33906,Npff,neuropeptide FF-amide peptide precursor,54615,1,703639,2,100091192
17063,Mest,mesoderm specific transcript,17294,1,700707,2,100073470
21896,Ttr,transthyretin,22139,7,4538,2,100044876
33643,Irx5,Iroquois related homeobox 5 (Drosophila),54352,5,701195,2,100077429
22080,Vasp,vasodilator-stimulated phosphoprotein,22323,6,702423,2,100084411
12593,Coch,coagulation factor C homolog (Limulus polyphemus),12810,10,703020,2,100084783
38070,Foxj2,forkhead box J2,60611,2,5924,2,100058829
22112,Vipr2,vasoactive intestinal peptide receptor 2,22355,2,701202,2,100076412
14336,Gdf10,growth differentiation factor 10,14560,3,5389,2,100047705
33684,Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1",54393,3,5423,2,100042535
13286,Dsc3,desmocollin 3,13507,2,6006,2,100072491
17470,Msx3,msh homeobox 3,17703,2,3997,2,100037040
89267,Disc1,disrupted in schizophrenia 1,244667,10,79314348,2,79394158
86223,Dsg1b,desmoglein 1 beta,225256,1,6391,2,100058760
16739,Zbtb7a,zinc finger and BTB domain containing 7a,16969,10,68871056,2,69290746
17799,Nfix,nuclear factor I/X,18032,1,5677,2,100054244
13802,Bcl11a,B cell CLL/lymphoma 11A (zinc finger protein),14025,6,702997,2,100091898
31869,Gpr123,G protein-coupled receptor 123,52389,7,4473,2,100035734
43996,Gtf2e2,"general transcription factor II E, polypeptide 2 (beta subunit)",68153,1,5933,2,100055426
17797,Nfil3,"nuclear factor, interleukin 3, regulated",18030,5,704010,2,100094860
37365,Kcnmb4,"potassium large conductance calcium-activated channel, subfamily M, beta member 4",58802,10,69765660,2,70593143
12173,Ctnnd1,"catenin (cadherin associated protein), delta 1",12388,10,68350271,2,68843757
11606,Nr2f2,"nuclear receptor subfamily 2, group F, member 2",11819,6,703379,2,100092113
22074,Vamp1,vesicle-associated membrane protein 1,22317,10,702993,2,100084659
20366,Sst,somatostatin,20604,5,6546,2,100071648
33264,Rfx5,"regulatory factor X, 5 (influences HLA class II expression)",53970,10,70666229,2,70813125
74939,Nr3c2,"nuclear receptor subfamily 3, group C, member 2",110784,8,5490,2,100056520
17741,Nck2,non-catalytic region of tyrosine kinase adaptor protein 2,17974,3,6929,2,100082545
106413,Cxxc4,CXXC finger 4,319478,1,5345,2,100047001
13996,Ctgf,connective tissue growth factor,14219,8,4697,2,100039265
13420,Efnb2,ephrin B2,13642,5,4534,2,100054780
17163,Mmp9,matrix metallopeptidase 9,17395,6,703920,2,100094463
12456,Chrm3,"cholinergic receptor, muscarinic 3, cardiac",12671,8,5025,2,100045643
87845,Inpp4b,"inositol polyphosphate-4-phosphatase, type II",234515,6,4496,2,100054988
19948,Ncor1,nuclear receptor co-repressor 1,20185,5,700855,2,100074385
17636,Myc,myelocytomatosis oncogene,17869,5,701558,2,100085474
13431,Egr1,early growth response 1,13653,7,4854,2,100041502
48554,Angptl1,angiopoietin-like 1,72713,10,69552011,2,70230933
13165,Dlk1,delta-like 1 homolog (Drosophila),13386,8,6024,2,100074049
37265,Pvrl1,poliovirus receptor-related 1,58235,10,71339040,2,73424053
44684,Tulp4,tubby like protein 4,68842,3,714635,2,113649795
20078,Cxcl12,chemokine (C-X-C motif) ligand 12,20315,5,701390,2,100083681
18885,Prnp,prion protein,19122,7,6345,2,100075307
19102,Rab3a,"RAB3A, member RAS oncogene family",19339,10,68678387,2,68924503
13487,Elf1,E74-like factor 1,13709,7,700881,2,100076220
20179,Shc1,src homology 2 domain-containing transforming protein C1,20416,8,5447,2,100053536
16970,Mc3r,melanocortin 3 receptor,17201,10,68857397,2,69258136
12582,Cnp,"2',3'-cyclic nucleotide 3' phosphodiesterase",12799,5,701200,2,100077381
85214,Stxbp6,syntaxin binding protein 6 (amisyn),217517,3,714611,2,113649276
21582,Th,tyrosine hydroxylase,21823,6,700832,2,100073400
129813,LOC433228,hypothetical gene supported by AK082257,433228,3,701898,2,100085265
18812,Ppp1r1b,"protein phosphatase 1, regulatory (inhibitor) subunit 1B",19049,5,4552,2,100054805
85987,Dbx2,developing brain homeobox 2,223843,5,701911,2,100088210
89268,Sipa1l2,signal-induced proliferation-associated 1 like 2,244668,3,701417,2,100084091
12629,Comt,catechol-O-methyltransferase,12846,7,736,2,100015318
84411,Lcor,ligand dependent nuclear receptor corepressor,212391,8,5441,2,100056335
11438,Akt1,thymoma viral proto-oncogene 1,11651,8,5971,2,100071194
11230,Chrna7,"cholinergic receptor, nicotinic, alpha polypeptide 7",11441,6,4640,2,100056114
18154,Oprk1,"opioid receptor, kappa 1",18387,10,7057,2,100082861
16618,Lepr,leptin receptor,16847,3,4929,2,100047065
40707,Smoc2,SPARC related modular calcium binding 2,64074,7,4759,2,100040928
42439,Gtf3a,general transcription factor III A,66596,3,714634,2,113653578
15169,Hoxa1,homeobox A1,15394,3,714608,2,113390936
13591,Eomes,eomesodermin homolog (Xenopus laevis),13813,7,5470,2,100056398
129813,LOC433228,hypothetical gene supported by AK082257,433228,2,4992,2,100047125
141246,mCG146432,AB mCG146432,,5,704009,2,100094844
80092,Gpr6,G protein-coupled receptor 6,140741,8,4789,2,100041127
37264,Shank3,SH3/ankyrin domain gene 3,58234,8,6252,2,100083081
17933,Npy1r,neuropeptide Y receptor Y1,18166,2,4806,2,100046070
21439,Tead3,TEA domain family member 3,21678,6,704028,2,100101242
26965,Cartpt,CART prepropeptide,27220,3,5424,2,100042591
22166,Wnt10a,"wingless-type MMTV integration site family, member 10A",22409,8,2991,2,100034743
15337,Htr4,5 hydroxytryptamine (serotonin) receptor 4,15562,8,6308,2,100101162
16875,Lyz2,lysozyme 2,17105,10,6184,2,100055074
12091,Anxa2,annexin A2,12306,10,6990,2,100082320
84603,Chrm5,"cholinergic receptor, muscarinic 5",213788,10,702993,2,100084664
13616,Epha4,Eph receptor A4,13838,1,2977,2,100028459
13786,Etv1,ets variant 1,14009,5,3472,2,100051783
14410,Gli3,GLI-Kruppel family member GLI3,14634,2,3400,2,100026260
18895,Prph,peripherin,19132,8,6316,2,100093801
60376,Pcdhga12,"protocadherin gamma subfamily A, 12",93724,10,79320840,2,79354774
12096,Calcr,calcitonin receptor,12311,10,79398691,2,79913124
86552,Dner,delta/notch-like EGF-related receptor,227325,8,4701,2,100039783
74461,Glra3,"glycine receptor, alpha 3 subunit",110304,5,701668,2,100088073
14362,Gfra2,glial cell line derived neurotrophic factor family receptor alpha 2,14586,3,4912,2,100046818
14989,Hey1,hairy/enhancer-of-split related with YRPW motif 1,15213,5,4730,2,100055971
88559,Rxfp3,relaxin family peptide receptor 3,239336,5,701498,2,100085346
14906,Hbb-b2,"hemoglobin, beta adult minor chain",15130,10,6984,2,100082338
58004,Otof,otoferlin,83762,7,4740,2,100042465
12209,Cck,cholecystokinin,12424,7,4773,2,100045104
21110,Tal1,T cell acute lymphocytic leukemia 1,21349,7,5639,2,100070168
93453,Duxbl1,double homeobox B-like 1,278672,3,6911,2,100072775
14962,Hdc,histidine decarboxylase,15186,8,3194,2,100040556
11229,Chrna6,"cholinergic receptor, nicotinic, alpha polypeptide 6",11440,6,4385,2,100054898
93209,Tcfl5,transcription factor-like 5 (basic helix-loop-helix),277353,6,702422,2,100084420
62728,Mael,maelstrom homolog (Drosophila),98558,7,5696,2,100070252
20550,Srebf2,sterol regulatory element binding factor 2,20788,2,5710,2,100057579
18772,Pou6f1,"POU domain, class 6, transcription factor 1",19009,3,5728,2,100054571
18281,Pbx2,pre B cell leukemia homeobox 2,18515,5,6735,2,100072038
52047,Gpr165,G protein-coupled receptor 165,76206,6,4638,2,100056095
76980,Laptm4b,lysosomal-associated protein transmembrane 4B,114128,8,939,2,100011612
84003,Creb3l3,cAMP responsive element binding protein 3-like 3,208677,10,67965780,2,68341477
16373,Klf4,Kruppel-like factor 4 (gut),16600,10,77477597,2,77792639
88304,Glra2,"glycine receptor, alpha 2 subunit",237213,10,70803447,2,71587739
20078,Cxcl12,chemokine (C-X-C motif) ligand 12,20315,1,703875,2,100098126
85119,Hlf,hepatic leukemia factor,217082,5,701795,2,100088186
18223,Bloc1s6,"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin",18457,5,701196,2,100077440
30397,Olig2,oligodendrocyte transcription factor 2,50913,5,701397,2,100085298
13269,Drd3,dopamine receptor D3,13490,10,7072,2,100098233
14585,Grik5,"glutamate receptor, ionotropic, kainate 5 (gamma 2)",14809,7,703824,2,100093843
12044,C1qa,"complement component 1, q subcomponent, alpha polypeptide",12259,10,77591263,2,77923147
20172,Ostf1,osteoclast stimulating factor 1,20409,7,5094,2,100053318
16430,Mafb,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)",16658,2,5373,2,100042362
14241,Gata6,GATA binding protein 6,14465,5,6821,2,100072343
49230,Hbp1,high mobility group box transcription factor 1,73389,7,4774,2,100040767
17244,Mpeg1,macrophage expressed gene 1,17476,10,70091396,2,71020765
20228,Sim2,single-minded homolog 2 (Drosophila),20465,10,70494024,2,71325462
11625,Arc,activity regulated cytoskeletal-associated protein,11838,6,703479,2,100092981
56658,Hspb8,heat shock protein 8,80888,10,77378597,2,77454961
11806,Nkx3-2,NK3 homeobox 2,12020,10,6519,2,81790684
17855,Nkx2-2,NK2 homeobox 2,18088,6,4571,2,100056197
21841,Tsc2,tuberous sclerosis 2,22084,6,700948,2,100074951
17990,Numbl,numb-like,18223,10,71120817,2,71920456
19035,Ptprk,"protein tyrosine phosphatase, receptor type, K",19272,3,6447,2,100058969
12975,Ddc,dopa decarboxylase,13195,6,700778,2,100074206
12181,Cbfa2t2,"core-binding factor, runt domain, alpha subunit 2, translocated to, 2 (human)",12396,6,713963,2,161149572
89410,Pcdh11x,protocadherin 11 X-linked,245578,6,701832,2,100081601
